scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_cp,cust_solar_bill_cp,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
0,demo_wparent_000,bau,72.0,W_new,0.0,0.0,0.0,1368.7064075186781,0.0,1368.7064075186781,0.0,0.0,0.0,0.0,21.54385556443897,19936.940513652404,0.0,19936.940513652404,0.0,0.0,0.0,-1375188.9162889337,0.0,0.0,0.0,1.9812685120000002,408793.8863070211,0.0,38480.53282807798,118483.80185499726,100.0,100.0,0.0,0.0,0.0,118483.80185499726,0.0,408791.90503850946
1,demo_wparent_001,en_pv,72.0,W_new,18000.0,2647.9291921353265,12418.615967660648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1182268.6119387145,0.0,101862.1356652194,-101862.1356652194,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,101862.1356652194,0.0,408791.90503850946
2,demo_wparent_002,en_pv,72.0,W_new,18000.0,2647.9291921353265,20194.758676382735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1208007.755609578,0.0,104079.77395657916,-104079.77395657916,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,104079.77395657916,0.0,408791.90503850946
3,demo_wparent_003,en_pv,72.0,W_new,18000.0,4195.4202784481795,12418.615967660648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1200229.6543481892,0.0,103409.62675153223,-103409.62675153223,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,103409.62675153223,0.0,408791.90503850946
4,demo_wparent_004,en_pv,72.0,W_new,18000.0,4195.4202784481795,20194.758676382735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1225968.798019053,0.0,105627.265042892,-105627.265042892,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,105627.265042892,0.0,408791.90503850946
5,demo_wparent_005,en_pv,72.0,W_new,18000.0,6774.572088969601,12418.615967660648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1230164.725030647,0.0,105988.77856205366,-105988.77856205366,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,105988.77856205366,0.0,408791.90503850946
6,demo_wparent_006,en_pv,72.0,W_new,18000.0,6774.572088969601,20194.758676382735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1255903.868701511,0.0,108206.41685341344,-108206.41685341344,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,108206.41685341344,0.0,408791.90503850946
