timestamp,network_load,pv_generation,grid_import,grid_export,sum_of_customer_imports,sum_of_customer_exports
2013-01-01 00:00:00,0.08800000000000001,0.0,0.08800000000000001,0.0,0.08800000000000001,0.0
2013-01-01 00:30:00,0.113,0.0,0.113,0.0,0.113,0.0
2013-01-01 01:00:00,0.05,0.0,0.05,0.0,0.05,0.0
2013-01-01 01:30:00,0.1,0.0,0.1,0.0,0.1,0.0
2013-01-01 02:00:00,0.08800000000000001,0.0,0.08800000000000001,0.0,0.08800000000000001,0.0
2013-01-01 02:30:00,0.075,0.0,0.075,0.0,0.075,0.0
2013-01-01 03:00:00,0.113,0.0,0.113,0.0,0.113,0.0
2013-01-01 03:30:00,0.063,0.0,0.063,0.0,0.063,0.0
2013-01-01 04:00:00,0.08800000000000001,0.0,0.08800000000000001,0.0,0.08800000000000001,0.0
2013-01-01 04:30:00,0.1,0.03789208030700684,0.06210791969299317,0.0,0.06210791969299317,0.0
2013-01-01 05:00:00,0.063,0.07578416061401368,0.0,0.012784160614013676,0.0,0.012784160614013676
2013-01-01 05:30:00,0.113,0.4182879123687744,0.0,0.3052879123687744,0.0,0.3052879123687744
2013-01-01 06:00:00,0.075,0.7607916641235352,0.0,0.6857916641235352,0.0,0.6857916641235352
2013-01-01 06:30:00,0.075,1.0841948356628421,0.0,1.0091948356628422,0.0,1.0091948356628422
2013-01-01 07:00:00,0.113,1.4075980072021486,0.0,1.2945980072021486,0.0,1.2945980072021486
2013-01-01 07:30:00,0.05,1.7333691635131836,0.0,1.6833691635131836,0.0,1.6833691635131836
2013-01-01 08:00:00,0.1,2.059140319824219,0.0,1.9591403198242188,0.0,1.9591403198242188
2013-01-01 08:30:00,0.08800000000000001,2.250407043457032,0.0,2.1624070434570317,0.0,2.1624070434570317
2013-01-01 09:00:00,0.05,2.4416737670898443,0.0,2.3916737670898445,0.0,2.3916737670898445
2013-01-01 09:30:00,0.113,2.5549366149902344,0.0,2.4419366149902344,0.0,2.4419366149902344
2013-01-01 10:00:00,0.063,2.668199462890625,0.0,2.6051994628906248,0.0,2.6051994628906248
2013-01-01 10:30:00,0.075,2.6680944213867184,0.0,2.593094421386718,0.0,2.593094421386718
2013-01-01 11:00:00,0.1,2.6679893798828123,0.0,2.567989379882812,0.0,2.567989379882812
2013-01-01 11:30:00,0.063,2.5533747863769527,0.0,2.4903747863769525,0.0,2.4903747863769525
2013-01-01 12:00:00,0.1,2.4387601928710936,0.0,2.3387601928710935,0.0,2.3387601928710935
2013-01-01 12:30:00,0.08800000000000001,2.2747461853027344,0.0,2.1867461853027343,0.0,2.1867461853027343
2013-01-01 13:00:00,0.063,2.110732177734376,0.0,2.047732177734376,0.0,2.047732177734376
2013-01-01 13:30:00,0.1,1.8208578796386723,0.0,1.7208578796386722,0.0,1.7208578796386722
2013-01-01 14:00:00,0.075,1.5309835815429689,0.0,1.455983581542969,0.0,1.455983581542969
2013-01-01 14:30:00,0.08800000000000001,1.4041859436035158,0.0,1.3161859436035157,0.0,1.3161859436035157
2013-01-01 15:00:00,0.1,1.2773883056640627,0.0,1.1773883056640626,0.0,1.1773883056640626
2013-01-01 15:30:00,0.05,1.1611002807617188,0.0,1.1111002807617187,0.0,1.1111002807617187
2013-01-01 16:00:00,0.1,1.0448122558593749,0.0,0.9448122558593749,0.0,0.9448122558593749
2013-01-01 16:30:00,0.08800000000000001,0.851322898864746,0.0,0.763322898864746,0.0,0.763322898864746
2013-01-01 17:00:00,0.075,0.6578335418701171,0.0,0.5828335418701172,0.0,0.5828335418701172
